"","id","Hotel_Name","Hotel_Country","Hotel_City","Hotel_lat","Hotel_lng","Businesses_100m","Businesses_1km","Businesses_5km","Room_Type_Level","Guest_Type","Trip_Type","Stay_Duration","Review_Date","Days_Since_Review","Is_Hotel_Holiday","Is_Reviewer_Holiday","Total_Number_of_Reviews","Review_Is_Positive","Review_Positivity_Rate","Reviewer_Nationality","Negative_Review","Review_Total_Negative_Word_Counts","Positive_Review","Review_Total_Positive_Word_Counts","Average_Score","Reviewer_Score","Total_Number_of_Reviews_Reviewer_Has_Given","Additional_Number_of_Scoring","Submitted_from_Mobile"
"30484",30496,"The Kensington Hotel","GB","London",51.4925478,-0.1780611,"15","743","15400","NULL","Couple","Leisure trip","3",20170327,"129 day",0,0,874,1,100,"Sweden ","No Negative",0,"I had a very good experience I will definitely return ",12,8.7,9.2,1,212,1
"358970",358982,"Small Luxury Hotel Altstadt Vienna","AT","Vienna",48.2047761,16.3512515,"18","2200","10100","NULL","Couple","Leisure trip","4",20151122,"620 day",0,0,664,1,83.3333,"United Kingdom ","Everything was good ",5,"It was individual stylish well located friendly Room was great and bed large and comfortable Breakfasts were fantastic as was complementary afternoon tea ",25,9.3,10,5,69,1
"4767",4779,"The Principal London","GB","London",51.5226217,-0.1251602,"19","3800","21100","NULL","Couple","Leisure trip","4",20160211,"539 day",0,0,3150,1,100,"Malta ","No Negative",0,"Bfast room nice and warm and breakfast was excellent A faster toaster would help Good idea of coffee in a pot kept coffee warm while eating ",28,8,8.3,1,724,1
"335954",335966,"Pol Grace Hotel","ES","Barcelona",41.4017465,2.1477365,"20","1700","13500","NULL","Couple","Leisure trip","4",20150914,"689 day",0,0,2220,1,100,"United Kingdom ","No Negative",0,"The staff are very friendly and helpful The hotel is situated very near a Metro station and it is not far to walk into town ",27,8.8,10,1,190,1
"514319",514331,"Holiday Inn London Kensington","GB","London",51.499981,-0.1928791,"29","1100","10600","Superior","Family with young children","Leisure trip","1",20170225,"159 day",0,0,5945,0,50,"United Kingdom ","Slow check in",4,"Clean convenient location",4,7.8,7.5,2,1172,1
"401790",401802,"Hilton Diagonal Mar Barcelona","ES","Barcelona",41.4084334,2.2178205,"5","165","5300","NULL","Solo traveler","Business trip","3",20170613,"51 days",0,0,503,1,100,"Turkey ","No Negative",0,"The receptionist Liliana was friendly and interested She was very helpful Thank you ",15,7.9,7.9,19,71,0
"25769",25781,"Ace Hotel London Shoreditch","GB","London",51.5254162,-0.0772849,"50","2200","13300","NULL","Group","Leisure trip","1",20160520,"440 day",0,0,1593,0,43.0769,"United Kingdom ","We ordered room service which was lovely food but they charged on top of room service charge a tray to carry the food on charge A bottle of water in the room was 3 50 ",37,"Rooms were really clean and very modern There was an iron and ironing board if needed Shower was powerful Beds were low to floor but very comfortable",28,8.6,9.6,1,404,1
"32536",32548,"Shepherd s Bush Boutique Hotel","GB","London",51.5054544,-0.2262216,"17","725","7100","Standard","Couple","Leisure trip","1",20160608,"421 day",0,0,1069,0,36.3636,"United Kingdom ","Staff could have been friendlier ",7,"Perfect location ",4,8,7.1,1,227,0
"346897",346909,"Amadi Panorama Hotel","NL","Amsterdam",52.3588806,4.9886041,"5","45","480","NULL","Couple","Leisure trip","2",20151126,"616 day",0,0,2586,0,16.9014,"France ","Being ten minutes out of town on the tram was absolutely fine for us they ran every five minutes and the tram stop was only five minutes max walk from the hotel When in town late feeling very tired must admit I hankered a little after a more central hotel Would stay here again though despite this ",59,"Very clean Lovely views friendly staff complementary drinks Lovely bathroom ",12,8.4,9.6,11,253,0
"421250",421262,"Dikker en Thijs Fenice Hotel","NL","Amsterdam",52.364971,4.8839827,"108","3000","9400","NULL","Couple","Leisure trip","2",20160209,"541 day",0,0,1971,1,80,"Ireland ","Nothing",2,"Location excellent staff very friendly and helpful",8,8.4,10,3,278,1
"175674",175686,"DoubleTree by Hilton Hotel London Marble Arch","GB","London",51.514573,-0.15666,"34","1500","19400","NULL","Couple","Leisure trip","7",20161019,"288 day",0,0,1290,0,25.641,"Italy ","The room is very small Two person cannot pass in the room The bath room is small and dangerous for slippery Very expensive we paid 250 per night",29,"Area perfect and staff are very nice and helpful",10,8.1,7.1,4,255,1
"434874",434886,"Hotel Omm","ES","Barcelona",41.3962468,2.1609551,"38","3600","14100","NULL","Family with older children","Leisure trip","4",20151116,"626 day",0,0,631,1,53.7037,"Belgium ","The walls are too thin you can hear everyone who passes in the corridor cleaning of the room was late almost every day ",25,"Location is great the spa is great the staff in the front desk and in the hotel are very friendly and helpful nice lobby and excellent food ",29,8.9,8.8,1,91,1
"247630",247642,"The Grand at Trafalgar Square","GB","London",51.506935,-0.126012,"40","4100","20900","NULL","Solo traveler","Leisure trip","1",20170703,"31 days",0,0,1592,0,20.8333,"United Kingdom ","I wasn t there long enough for anything to come to light There was a minor line at check in but once one member of staff clearly doing another job by the way noticed they dropped what they were doing and checked myself and the people behind me in whilst his colleague was busy FABULOUS ",57,"As a former Londoner location was everything The price was just a bonus ",15,8.3,10,1,409,1
"438867",438879,"Radisson Blu Hotel Amsterdam","NL","Amsterdam",52.3702469,4.8966743,"29","3300","9600","NULL","Couple","Leisure trip","3",20151115,"627 day",0,0,4593,1,100,"Ireland ","No Negative",0,"location comfort service",4,8.6,10,19,827,0
"406107",406119,"Excelsior Hotel Gallia Luxury Collection Hotel","IT","Milan",45.4857027,9.2020127,"21","1100","10500","NULL","Couple","Leisure trip","2",20160731,"368 day",0,0,1345,0,40.625,"Australia ","The food with drinks preferred to be able to just buy drinks at a more reasonable price ",19,"Staff service was excellent and food selection at breakfast was great ",13,9.4,9.2,2,185,1
"302",314,"Hotel Arena","NL","Amsterdam",52.3605759,4.9159683,"6","429","8600","Duplex","Couple","Leisure trip","3",20161003,"304 day",0,0,1403,0,40,"Slovenia ","The rooms could be more sound secure Lots of noise from neighbouring rooms ",15,"The front desk where very kind and helpful ",10,7.7,7.5,12,194,1
"69112",69124,"Hilton London Euston","GB","London",51.5265189,-0.1303689,"13","3600","20600","Superior","Group","Leisure trip","1",20160531,"429 day",0,0,843,1,57.5758,"United Kingdom ","Only down side was due to refurbishments the restaurant wasn t open ",14,"Lovely and comfy Perfect stay for me and my hens Family room really spacious Very good breakfast ",19,7.4,10,1,198,1
"492708",492720,"Nhow Milan","IT","Milan",45.4510425,9.1606536,"6","705","8700","NULL","Couple","Leisure trip","4",20160107,"574 day",0,0,2286,0,28.8136,"Canada ","I wish we had the foresight to include the breakfast in the room rate It was quite expensive on its own but was so good that I would have eaten there every morning if it hadn t been so pricey ",42,"The art everywhere was very cool and urban Clean and comfortable rooms and public areas ",17,8.6,9.6,1,162,1
"86762",86774,"DoubleTree by Hilton London Ealing","GB","London",51.511521,-0.290706,"9","87","3100","NULL","Couple","Couple","1",20170116,"199 day",0,0,1494,1,100,"United Kingdom ","No Negative",0,"The Complimentary cookiesper",4,8.4,7.9,5,434,1
"99800",99812,"Mercure Paris Centre Tour Eiffel","FR","Paris",48.8548641,2.2923181,"7","1300","17400","Standard","Family with young children","Leisure trip","2",20160406,"484 day",0,0,2611,0,20.5128,"Singapore ","The bathroom should be connected to the toilet for a family room Even if it s not should have installed the biget spray or a automatic toilet bowl washer ",31,"Near Eiffel Tower and Bir Hakim Metro",8,8,9.2,2,333,1
"436026",436038,"Crowne Plaza London Docklands","GB","London",51.5083537,0.0198855,"9","106","3000","NULL","Couple","Leisure trip","2",20170627,"37 days",0,0,2768,1,69.0476,"United Kingdom ","The shower was outdated compared to other hotels we have stayed in",13,"The beds were lovely Very clean room The breakfast was nice The staff got my husbands lactose free milk without any issues which was very good service ",29,8.8,9.6,2,879,1
"32635",32647,"Shepherd s Bush Boutique Hotel","GB","London",51.5054544,-0.2262216,"17","725","7100","NULL","Solo traveler","Leisure trip","3",20151007,"666 day",0,0,1069,0,12.5,"Mauritius ","Towels not changed daily No electricity provision for boiler where it was kept",14,"Location",2,8,7.5,3,227,0
"120084",120096,"Club Quarters Hotel St Paul s","GB","London",51.5139298,-0.101126,"47","1700","20700","NULL","Solo traveler","Business trip","1",20170405,"120 day",0,0,4117,0,33.3333,"Tunisia ","Noisy AC and street noise",6,"Good location",3,8.4,6.7,7,918,1
"248814",248826,"Club Quarters Hotel Trafalgar Square","GB","London",51.506935,-0.126012,"40","4100","20900","NULL","Couple","Leisure trip","2",20161003,"304 day",0,0,2494,0,48.3871,"France ","The pillows were horrible I asked for more pillows the second night which they nicely provided Unfortunately my neck was still very sore and lasted for a couple of days ",32,"The Staff was really nice and the location was very convenient It was exciting as they hosted a red carpet even one of the evenings we were there ",30,8.5,7.5,18,602,0
"468093",468105,"NH Barcelona Stadium","ES","Barcelona",41.3812574,2.1269078,"11","488","9300","NULL","Solo traveler","Solo traveler","1",20170518,"77 days",0,0,1257,1,100,"Portugal ","No Negative",0,"Good location near the Camp Nou stadium 2 min and the metro 7 min The terrace has an amazing view ",22,8.1,7.5,7,111,0
"476147",476159,"Idea Hotel Milano San Siro","IT","Milan",45.4720654,9.0777871,"1","5","524","NULL","Couple","Leisure trip","1",20160811,"357 day",0,0,5742,1,72.7273,"Slovenia ","Parking ",3,"Very good choice for that money ",8,6.9,7.5,7,229,0
"179403",179415,"Andaz London Liverpool Street","GB","London",51.5172825,-0.0812451,"34","2500","14500","NULL","Couple","Leisure trip","5",20160211,"539 day",0,0,1283,1,66.6667,"Brazil ","Nothing ",3,"The location and price ",6,9,10,1,346,0
"141271",141283,"Blakemore Hyde Park","GB","London",51.5129736,-0.1837431,"18","868","13300","NULL","Solo traveler","Solo traveler","5",20160915,"322 day",0,0,6596,0,12.1429,"South Africa ","Day 1 Late arrival but thermostat out of order So slept in an unbearably hot room as it was extremely hot night 40 per cent reduction on room fee Day 2 Fire alarm went off at 2 10am Phone not working Some guests in lobby in there sleep wear False alarm 2 35 am shouting drunk and unruly men on my floor Back in the lobby Security eventually dealt wi th these men and hauled out a number of women from 2 rooms on level 5 Chaos and no sleep No discount as claim this is not hotels fault and I already had one discount Zero compassion shown by manageress Mrs Patel Rest of staff great on this issue and sympathetic ",123,"Rooms clean Staff smiley and helpful except for manageress who seem to hold the power I",17,8.5,8.8,7,1198,1
"99597",99609,"Mercure Paris Notre Dame Saint Germain des Pr s","FR","Paris",48.8503074,2.3450612,"58","4200","29900","Standard","Couple","Leisure trip","2",20151011,"662 day",0,0,268,1,100,"New Zealand ","No Negative",0,"Very good area walking distance to the Pantheon and Notredame lots of restaurants nearby Close to the Metro Comfortable bed and pillows ",24,8,8.8,4,28,1
"329677",329689,"Hotel Vueling Bcn by HC","ES","Barcelona",41.3831641,2.1604736,"24","3500","14000","NULL","Solo traveler","Business trip","3",20170714,"20 days",0,0,1696,0,50,"United Kingdom ","Not central for sightseeing ",6,"Modern clean reasonably priced ",6,8.8,8.3,6,167,1
"444149",444161,"Copthorne Tara Hotel London Kensington","GB","London",51.499046,-0.1917073,"4","1100","10900","Superior","Couple","Leisure trip","1",20151211,"601 day",0,0,7105,0,32,"United Kingdom ","thought the room was clean but dated cocktail bar a bit cold and functional no atmosphere",17,"efficiency and reasonably priced taxi friendly staff",8,8.1,7.5,3,1831,0
"17318",17330,"Intercontinental London The O2","GB","London",51.5024348,-0.0002497,"1","111","3400","NULL","Couple","Leisure trip","1",20160317,"504 day",0,0,4204,1,71.4286,"United Kingdom ","Nothing everything was ideal for us ",8,"Bed super comfy ideal for the O2 Sky bar a cool place for a drink after a concert ",20,9.4,10,1,1258,1
"499537",499549,"Hotel Vondel Amsterdam","NL","Amsterdam",52.3625662,4.8779225,"19","1900","9100","NULL","Family with young children","Leisure trip","2",20161102,"274 day",0,0,1952,0,18.1818,"United States of America ","I feel the pictures online look way better than the room we got The building is old and there were several bugs coming out of the bed headboards Hotel staff did their best to clean up the room after we placed the complaint ",45,"Excellent staff excellent location Clean and comfortable room ",10,8,7.9,1,248,1
"51605",51617,"Mercure London Paddington Hotel","GB","Paddington",51.5161139,-0.1749521,"43","633","15900","NULL","Solo traveler","Business trip","1",20160905,"332 day",0,0,1458,0,25.8065,"Czech Republic ","For this price there should be a refrigerator mini bar in the room also breakfast should be included for this price ",23,"Great location friendly staff and comfortable bed",8,7.6,8.8,7,317,0
"149624",149636,"Park Grand London Kensington","GB","London",51.4938468,-0.1917582,"23","915","10900","NULL","Solo traveler","Business trip","1",20160521,"439 day",0,0,4660,1,51.3514,"United Kingdom ","I thought the breakfast and evening meal were both over priced for the quality I chose not to have breakfast on the second day but to stop for breakfast en route to my meeting ",36,"The room was very comfortable and I had been upgraded to a de luxe double thank you The shower room was well equipped with quality fittings The hotel staff were excellent and extremely helpful and professional ",38,8.4,9.2,1,989,0
"184898",184910,"St James Court A Taj Hotel London","GB","London",51.4986732,-0.1376867,"23","2900","20400","Classic","Couple","Leisure trip","1",20151208,"604 day",0,0,5394,1,100,"United Kingdom ","No Negative",0,"Great location beds really comfortable ",7,8.7,9.2,9,1299,0
"132889",132901,"Innkeeper s Lodge London Greenwich","GB","London",51.4801631,-0.0097201,"58","255","4100","Standard","Couple","Leisure trip","2",20151207,"605 day",0,0,1191,0,15.7143,"Ireland ","Poor Wifi for visitors you were asked to use O2 free wifi but not an easy process for non UK residences hotel did not have its own wifi Room clean but toilet not flushed upon arrival Left hotel at 2pm next day asked for room to be cleaned was told it would be and it was not ",59,"Location in Greenwich was good and staff were very nice",11,8.2,6,7,253,0
"425683",425695,"Ilunion Barcelona","ES","Barcelona",41.3989322,2.2024183,"22","517","10000","NULL","Solo traveler","Business trip","3",20160421,"469 day",0,0,3944,1,93.1034,"United States of America ","Quiet secure ",4,"No entry ir exit poter service and you struggle with your bags No airport transfer service ir assistance No information desk This is quite unwelcoming Polite and proffessional support staff though Slightly overpriced TV channels too narrow Breakfast narrow non continental menu No bar service or wasnt made aware of its avaikability ",54,7.9,7.9,1,396,1
"346163",346175,"Courtyard by Marriott Amsterdam Arena Atlas","NL","Amsterdam Zuidoost",52.3101182,4.9472918,"2","155","2000","Standard","Couple","Leisure trip","2",20151121,"621 day",0,0,2179,1,100,"Serbia ","No Negative",0,"Everything was great The hotel is a bit far away from the center of the city but in the quite nice and safe neighbourhood near Amsterdam Arena football stadium and modern office buildings The metro station is approx 100 meters away and you reach the City center in about 15 to 20 minutes It is clean modern and comfy The staff is great ",65,8.4,8.8,8,237,0
"109515",109527,"London Marriott Hotel West India Quay","GB","London",51.5072713,-0.0211213,"13","462","4500","Deluxe","Couple","Leisure trip","1",20160405,"485 day",0,0,2836,0,0,"United Kingdom ","The pilows on the bed ",7,"No Positive",0,8.9,10,1,930,0
"501398",501410,"Mercure Hotel Raphael Wien","AT","Vienna",48.1919288,16.3391395,"8","946","9600","Standard","Group","Leisure trip","1",20161109,"267 day",0,0,1264,1,100,"Austria ","No Negative",0,"big room and very comfortable bed nice lightening situation everything was clean teabags and coffee are prepared The hotel offers us a later check out so we could sleep longer for free ",34,8.5,9.6,2,80,0
"12277",12289,"Crowne Plaza London Kings Cross","GB","London",51.5263854,-0.1136042,"8","1800","22200","NULL","Solo traveler","Leisure trip","1",20160109,"572 day",0,0,2312,1,100,"United Kingdom ","No Negative",0,"Reception staff brilliant special kudos to julianna exceptional service",10,8.1,10,29,628,1
"345998",346010,"Hotel Mercure Wien City","AT","Vienna",48.2152663,16.376103,"10","2200","10100","Standard","Travelers with friends","Leisure trip","2",20170422,"103 day",0,0,910,1,100,"United Kingdom ","No Negative",0,"Rooms are sufficient staffs are very nice ",9,8.2,10,12,86,1
"94820",94832,"The Royal Horseguards","GB","London",51.5054185,-0.1241499,"9","3700","21200","NULL","Couple","Leisure trip","2",20170721,"13 days",0,0,2007,0,44.4444,"Australia ","4 00am fire alarm Complete building evacuation No explanation",10,"Superb location in a grand old hotel",8,8.9,9.2,19,475,1
"286273",286285,"Hotel Regina","ES","Barcelona",41.3858891,2.1681652,"71","4200","14000","NULL","Family with older children","Leisure trip","4",20160825,"343 day",0,0,2775,1,81.8182,"United Kingdom ","Nothing",2,"Wonderful location Stayed there many times before ",9,8.5,9.2,1,334,1
"84342",84354,"Royal Garden Hotel","GB","London",51.5027022,-0.1882164,"25","1300","11800","NULL","Family with young children","Leisure trip","1",20170318,"138 day",0,0,2213,1,78.9474,"United Kingdom ","Nothing they got it all right ",8,"The Orchid in my bathroom was a lovely touch the view of Kensington Palace and Hyde Park were perfect The staff were professional and well trained Will stay again",30,8.8,10,1,617,1
"38426",38438,"Batty Langley s","GB","London",51.5208575,-0.0779503,"25","2300","13400","NULL","Couple","Leisure trip","1",20160304,"517 day",0,0,644,0,50,"United Kingdom ","Nothing maybe breakfast menu",5,"Unique hotel great style",5,9.4,10,6,197,1
"77525",77537,"Danubius Hotel Regents Park","GB","London",51.529257,-0.168358,"7","732","17700","NULL","Family with young children","Leisure trip","1",20170304,"152 day",0,0,1294,1,62.963,"United Kingdom ","Room could have been bigger but was fine ",10,"Friendly staff great location The hotel breakfast was fab and prepared us for the day ",17,8.1,8.8,2,362,1
"281856",281868,"Hotel Barcelona Universal","ES","Barcelona",41.375237,2.1684058,"42","2900","13800","NULL","Couple","Leisure trip","4",20170103,"212 day",0,0,807,0,33.3333,"Finland ","The neighbourhood was not so pleasant but ok since the walk to the Ramblas was rather short and metro station is also very near ",26,"Very clean and comfortable spacious room with good amenities Friendly staff ",13,8.8,7.9,2,111,1
"242487",242499,"Hotel Cavendish","GB","London",51.5220522,-0.132414,"17","4900","20700","NULL","Couple","Leisure trip","1",20161224,"222 day",0,0,2275,0,19.0476,"United Kingdom ","The room was so small like a prison cell which overlooked anunmainfained back garden The shows was dirty and the hotel decor was off poor quality The hotel smelt like stale cigarettes too",34,"The location And the staff were friendly",8,6.4,5.4,9,369,1
"313905",313917,"Eurostars Cristal Palace","ES","Barcelona",41.3897945,2.1660575,"49","4200","14000","NULL","Couple","Leisure trip","7",20150926,"677 day",0,0,3046,1,57.1429,"United Kingdom ","No bar open late evenings for a late night drink and not much interest in the restaurant at all ",21,"Location is excellent hotel is clean and rooms are kept in good order by the cleaners Fresh towels every day and plenty of bathroom requisites also ",28,8.2,7.5,3,221,0
"393751",393763,"Sofitel Legend The Grand Amsterdam","NL","Amsterdam",52.370835,4.895403,"135","3300","9600","NULL","Group","Leisure trip","2",20160726,"373 day",0,0,870,1,63.1579,"United Kingdom ","The coffee machine in the room",7,"The courtyard was heaven so peaceful Staff were extremely obliging ",12,9.2,9.2,1,144,1
"490862",490874,"Starhotels Ritz","IT","Milan",45.4779041,9.2094965,"37","1400","9900","NULL","Couple","Leisure trip","1",20161211,"235 day",0,0,4248,0,7.14286,"Saudi Arabia ","Unfriendly staff treat like animal They don t even provide vanity or shaving kit The reception staff Most of them not all are extremely unfriendly",26,"Nothing",2,8.1,2.5,8,353,1
"13781",13793,"Novotel London West","GB","London",51.4919588,-0.2200956,"8","540","7300","Superior","Group","Leisure trip","1",20160315,"506 day",0,0,2443,1,57.8125,"United Kingdom ","I was not very impressed with the breakfast food but variety was ok For a 4 star hotel food could be better quality and tastier ",27,"Hotel bar is really good great for a drink and chilling Location was great connection with 3 tube lines Staff was friendly house keeping staff was great Rooms are very clean matresses are very comfortable ",37,8.3,8.3,10,704,1
"245193",245205,"Radisson Blu Champs Elys es Paris","FR","Paris",48.8719212,2.2971404,"23","1900","19500","Business","Group","Leisure trip","2",20150826,"708 day",0,0,576,0,9.1954,"United Kingdom ","We booked the hotel as room was advertised for 3 people and as having 3 single beds suitable for a holiday for myself and 2 friends The room actually only had 2 single beds and a small camp bed more suitable for a child The room was made up for 2 adults with 2 mugs towels toiletries etc The hotel staff cleanliness and breakfast was all very good but I feel it was wrongly advertised on booking com",79,"The location was excellent for sightseeing ",8,7.4,8.3,1,97,1
"329440",329452,"Silken Gran Hotel Havana","ES","Barcelona",41.3927101,2.1722139,"25","3800","13900","NULL","Couple","Leisure trip","4",20160531,"429 day",0,0,1354,1,100,"United Kingdom ","No Negative",0,"staff very helpful good location",6,8.5,10,1,156,0
"284103",284115,"Megaro Hotel","GB","London",51.5294411,-0.1233745,"34","1600","21200","Standard","Solo traveler","Leisure trip","1",20170416,"109 day",0,0,1803,0,26.087,"United Kingdom ","The 11am check out is the only downfall but a later checkout can be negotiated ",17,"The staff are amazing ",6,8.8,10,61,392,1
"36621",36633,"Novotel London Waterloo","GB","London",51.4948465,-0.1187481,"2","1200","21700","Superior","Couple","Leisure trip","2",20160102,"579 day",0,0,1047,0,50,"United Kingdom ","It was all good ",6,"Staff location and facilities ",6,8.2,9.6,17,176,0
"228602",228614,"The Piccadilly London West End","GB","London",51.5121957,-0.1318384,"226","5200","20700","NULL","Couple","Leisure trip","1",20170313,"143 day",0,0,2298,1,100,"United Kingdom ","No Negative",0,"Really comfy beds Beautiful deco",6,9,10,2,531,0
"263556",263568,"Holiday Inn London Kensington Forum","GB","London",51.4942305,-0.1851141,"6","846","12900","NULL","Solo traveler","Business trip","3",20160703,"396 day",0,0,3867,1,100,"Mauritius ","No Negative",0,"No extractor in the toilet",6,7.8,7.5,1,854,1
"290808",290820,"Amba Hotel Marble Arch","GB","London",51.5144004,-0.1565506,"34","1500","19400","Standard","Family with young children","Business trip","3",20170123,"192 day",0,0,3980,0,18.1818,"India ","The place behind the windows was not hygienic",9,"Location",2,8.5,8.3,1,908,1
"266224",266236,"Sir Albert Hotel","NL","Amsterdam",52.3544507,4.8875036,"18","2200","9500","NULL","Couple","Leisure trip","2",20160915,"322 day",0,0,1068,0,34.7826,"Saudi Arabia ","Bed was no comfy Room was hot a c was not cooling well ",15,"Welcoming early checked in as requested ",8,8.8,5.8,1,181,1
"78299",78311,"Best Western Paris Gare Saint Lazare","FR","Paris",48.8803752,2.319591,"19","2600","28200","Classic","Couple","Leisure trip","3",20151229,"583 day",0,0,759,1,100,"Greece ","No Negative",0,"Although we had some problems during our stay the staff was helping us a lot Especially the girl at the reception is extremely polite The location was safe and confortable",31,7.6,9.2,2,41,0
"233796",233808,"Apex London Wall Hotel","GB","London",51.5160484,-0.0880181,"42","2300","16600","NULL","Group","Leisure trip","1",20161010,"297 day",0,0,949,0,11.9048,"United Kingdom ","the two step process of paying for breakfast designed by a control freak who likes to annoy customers Also quoted price was subject to a spurious extra tax which was not mentioned when booked Pernicious ",37,"Shower bed safe wardrobes",5,9.1,7.5,1,256,0
"138177",138189,"South Place Hotel","GB","London",51.5189182,-0.0866009,"18","2300","16200","NULL","Family with older children","Leisure trip","1",20160315,"506 day",0,0,769,0,31.8182,"United Kingdom ","Would have liked hot chocolate in the room not just tea and coffee en",15,"The hotel was small and friendly",7,9.3,8.3,1,235,1
"375068",375080,"Room Mate Carla","ES","Barcelona",41.3962658,2.1662153,"43","3400","14000","NULL","Family with young children","Leisure trip","3",20161114,"262 day",0,0,1257,1,100,"Saudi Arabia ","No Negative",0,"They give you broadband Free to connect to the internet",11,8.9,9.6,4,122,1
"247222",247234,"London Bridge Hotel","GB","London",51.5052188,-0.088166,"39","1700","16600","Standard","Couple","Leisure trip","1",20170104,"211 day",0,0,311,1,100,"United Kingdom ","No Negative",0,"Hotel was lovely reception staff were friendly and welcoming Room service was spot on couldn t fault anything ",20,8.7,10,1,97,0
"172469",172481,"Millennium Gloucester Hotel London","GB","London",51.4935083,-0.1834346,"21","813","13600","Standard","Couple","Leisure trip","1",20160321,"500 day",0,0,5726,0,14.7541,"United Kingdom ","Noisy Air Conditioning Unit no instructions how to turn off disturbed our sleep When we arrived in our room we did not have a hair dryer reported this to reception when we arrived back to the room after the show they had provided a hair dryer which did not work ",52,"Convenient for visiting the Royal Albert Hall Knightsbridge",9,7.8,6.7,1,1444,0
"25836",25848,"Ace Hotel London Shoreditch","GB","London",51.5254162,-0.0772849,"50","2200","13300","Standard","Couple","Leisure trip","1",20170721,"13 days",0,0,1593,1,100,"United Kingdom ","No Negative",0,"staff were great and very helpful great local knowledge and were able to recommend good places to eat ",20,8.6,10,7,404,0
"388497",388509,"Apex City Of London Hotel","GB","London",51.5104624,-0.0795502,"34","2300","13800","NULL","Couple","Leisure trip","2",20161223,"223 day",0,0,2750,1,100,"United Kingdom ","No Negative",0,"Comfortable rooms friendly helpful staff",6,9,9.6,2,623,1
"246178",246190,"The Exhibitionist Hotel","GB","London",51.4947754,-0.177789,"16","716","15400","Luxury","Couple","Leisure trip","1",20161120,"256 day",0,0,1708,0,50,"Liechtenstein ","Room very small ",5,"Bed bathroom fancy ",5,8.4,9.6,7,388,1
"423749",423761,"Catalonia Park Putxet","ES","Barcelona",41.4072812,2.1443116,"5","749","13200","NULL","Couple","Leisure trip","3",20170613,"51 days",0,0,3590,1,60,"United Kingdom ","Uphill",2,"Cleanliness ",3,7.4,8.8,1,258,1
"382205",382217,"Eurostars Grand Marina Hotel GL","ES","Barcelona",41.371308,2.181698,"2","1400","13000","NULL","Group","Leisure trip","4",20160327,"494 day",0,0,4559,0,40,"United States of America ","bar prices",3,"location",2,8.5,9.2,7,666,0
"490826",490838,"Starhotels Ritz","IT","Milan",45.4779041,9.2094965,"37","1400","9900","NULL","Group","Leisure trip","2",20170320,"136 day",0,0,4248,0,35.1351,"Finland ","Room shouldve been prepared according to number of people staying in it we had to separately request towels etc for second person ",24,"The bathroom was spacious breakfast was ok and service very nice ",13,8.1,9.6,3,353,1
"276828",276840,"Novotel Barcelona City","ES","Barcelona",41.4038774,2.1911894,"12","567","12300","NULL","Family with young children","Leisure trip","4",20170714,"20 days",0,0,1679,0,30.5882,"United Arab Emirates ","Lifts full all the time and 3 lifts not sufficient Staff seemed unhelpful and not friendly they seemed very busy all the time maybe not enough staff Room was humid and sheets smelt funny a lot of condensation Room key constantly stopped working every other day I had to go to get the keys activated very annoying ",59,"coffe was good Hotel was clean well situated and bright Basic gym did the job nice roof top level ambience and feel to it ",26,8.4,6.7,1,145,1
"285055",285067,"Catalonia Plaza Catalunya","ES","Barcelona",41.3865289,2.1682919,"60","4300","14000","NULL","Solo traveler","Business trip","2",20161121,"255 day",0,0,4153,0,19.4444,"Belgium ","WiFi down for several hours Staff did not communicate the breakfast was already paid They believe me only at the 3rd confirmation Building will need some renovation ",29,"Staff in general Breakfast Location Room",7,8.6,8.8,8,434,0
"476955",476967,"IH Hotels Milano Watt 13","IT","Milan",45.443791,9.152947,"5","396","7600","NULL","Couple","Leisure trip","2",20160806,"362 day",0,0,2122,1,88.2353,"United Kingdom ","Nothing",2,"Location Girl on reception to check us in on Friday about 4pm was excellent",15,7.6,9.6,2,85,1
"237856",237868,"DoubleTree by Hilton Hotel London Tower of London","GB","London",51.5108412,-0.0780581,"23","2200","13400","NULL","Couple","Leisure trip","1",20170208,"176 day",0,0,7491,1,60,"United Kingdom ","Leaving",2,"Staff ",3,8.7,10,3,1936,1
"40019",40031,"Arbor City","GB","London",51.5166755,-0.0697897,"44","1600","11800","NULL","Couple","Leisure trip","1",20160112,"569 day",0,0,2197,1,100,"United Kingdom ","No Negative",0,"Immaculate accommodation excellent shower and comfortable bed ",9,8.9,9.2,5,404,0
"377683",377695,"NH Wien City","AT","Vienna",48.2002872,16.3547746,"72","2200","10300","NULL","Couple","Leisure trip","2",20151117,"625 day",0,0,1538,0,40,"Czech Republic ","Parking crowded",3,"Breakfast",2,8.4,9.6,1,137,1
"382876",382888,"Mercure Amsterdam Sloterdijk Station","NL","Amsterdam",52.3872884,4.8349748,"3","68","3000","Standard","Couple","Couple","2",20170627,"37 days",0,0,3643,0,48.4848,"United Kingdom ","Sometimes the lifts became confusing with many people trying to use them but mostly fine ",17,"The bed was very comfy and a spacious room with good shower and TV ",16,8.6,10,3,498,1
